Yazi,Cevap 
"Cumhurbaşkanı Erdoğan'ın talimatıyla Lefkoşa'da yapımı başlanan Acil Durum Hastanesi'ni ziyaret eden Kuzey Kıbrıs Türk Cumhuriyeti Başbakanı Tatar, ""Böyle bir Türkiye'ye can kurban"" dedi. Yapımı son aşamaya gelen hastaneyle ilgili yetkililerden bilgi alan Tatar, ""Çok mutluyum. Büyük bir emek var burada"" açıklamasında bulundu.Cumhurbaşkanı Recep Tayyip Erdoğan’ın talimatıyla Kuzey Kıbrıs Türk Cumhuriyeti’nin başkenti Lefkoşa’ya yapımı başlanan 100 yataklı 100 odalı KKTC Acil Durum Hastanesi'nde 6 ameliyathane ile 24 yoğun bakım odası yer alacak. Pandemi hastanesi olarak görev yapacak hastaneyi, bugün KKTC Başbakanı Ersin Tatar, ziyaret etti.Yetkililerden bilgi alan Tatar, çalışmalarda sona gelindiğini ifade ederek, ""Çok mutluyum. Büyük bir emek var burada"" dedi. Ayrıca, ""Böyle bir Türkiye'ye can kurban"" diye konuştu.https://www.yenisafak.com/dunya/kktc-basbakani-tatar-boyle-turkiyeye-can-kurban-3570333",Müstakbel KKTC cumhurbaşkanı Ersin Tatar'ın hastane ziyaretinden kareler.
"Ticaret Bakanlığı tarafından iktidarın gözde şirketlerinin de aralarında bulunduğu 100’e yakın şirkete vergi istisnası getirildi.Asgari ücretli emekçilerin yüzde 20 vergi dilimine girdiği ve daha fazla vergi verdiği eylül ayında şirketlere vergi istisnası getirildi. Ticaret Bakanlığı tarafından hazırlanan ve Resmi Gazete’de yayımlanan ‘Vergi, Resim ve Harç İstisnası Belgelerinin Listesi’ne göre çok sayıda şirket hem dolar hem Türk lirası bazında milyonlarca lira vergi vermekten kurtarıldı.Vergi istisnası 128 farklı kalemde düzenlendi. İktidarın gözde şirketlerinin de aralarında bulunduğu 100’e yakın şirkete vergi istisnası getirildi. Buna göre şirketler milyonlarca liralık kazançlarından ya vergi vermeyecek ya da vergilerinde indirime gidilecek.İNŞAATA KIYAK YİNE DİKKAT ÇEKTİYayımlanan listeye göre Yüksel Proje A.Ş, Dolsar Mühendislik ve Üçer Mühendislik şirketlerinin birlikte yürüttüğü ve 2 milyon 700 bin dolar gelir getirmesi beklenen projede vergi istisnası sağlandı. İktidara yakınlığı ile bilinen ve çok sayıda kamu ihalesini ardı ardına alan Kalyon İnşaat’ın ise 9.5 milyar liralık gelir getirmesi beklenen projesi vergi istisnası uygulanacak projeler arasına alındı. TURİZMDE EMEKÇİYE YOK, ŞİRKETLERE VAR2020 yılının Eylül ayında vergi resim ve harç istisnası getirilen şirketlerden 16’sı turizm firması oldu. Bu şirketlerin yapacağı toplam 68 milyon 250 bin dolar ve 4 milyon 450 bin avroluk projelerde vergi istisnası ve indirimi uygulanacak. Vergi ve harç istisnası getirilen turizm işletmelerinden 11’i konaklama şirketi, 5’i seyahat acentası olarak faaliyet gösteren firmalardan oluştu. Vergi ve harç indirimi olarak en yüksek miktar 17 milyon dolarlık projesi ile Günaylar Otel İşletmelerine sağlandı.ASGARİ ÜCRETLİNİN VERGİSİ EYLÜLDE ARTTIAsgari ücretle çalışan emekçilerin ücretleri eylül ayından itibaren yüzde 20 gelir vergisi dilimine girdi. Eylül ayı ücretlerinde 25 lira dolayında azalma olurken, ekimden yıl sonuna kadar ise aylık ücretlerde 125 liraya varan düşüş yaşanacak. Asgari ücretle çalışan bekâr işçinin normalde ödemesi gereken aylık vergi tutarı 375.23 TL’yi buluyor.ASGARİ ÜCRETE BİR DE VERGİ DİLİMİ VAR!Asgari ücret ile çalışanlar ilk iki dilimden vergi ödüyorlar. Ağustos ayına kadar, elde ettikleri aylık brüt ücretlerinin yüzde 15’i oranında vergi öderken, eylül ayındaki kazançlarının bir kısmı yüzde 20 gelir vergisi dilimine giriyor. Ekim ayından itibaren de aylık ücretlerinin tamamı yüzde 20 oranında vergilendiriliyor.SENDİKALARDAN TEPKİDev Yapı-İş Genel Başkanı Özgür Karabulut şirketlere verilen vergi istisnalarına ilişkin, “Kalyon, Cengiz gibi firmalar devletin bir kurumu gibi çalışıyorlar, neredeyse bu şirketlerin bütün yükünü devlet yani vatandaş karşılıyor. Bu firmalar iktidara yakın firmalar. Bu tür vergi aflarıyla devam eden teşviklerle ciddi sermaye birikimi yarattılar. Metro inşaatları, köprü, otoyol yapımı böyle teşviklerle bu şirketleri büyüttüler. Aynı oranda biz işçilerin emekçilerin çok kötü şartlarda çalışmaya mahkum edildiğini görmekteyiz. Bu firmalara vergi affı uygulanırken işçiler 1800’lü yıllardan kalma sistemlerle çalışmak zorunda kalıyor. Bu firmalara uygulanan vergi afları kabul edilebilir şeyler değildir” ifadelerini kullandı.""KRİZİ FIRSATA ÇEVİRMEK TAM DA BÖYLE BİR ŞEY""Dev Turizm-İş Genel Başkanı Mustafa Yahyaoğlu ise kilit kadrolar hariç turizm işçilerinin pandemi döneminde kısa çalışma ödeneği dahi alamadığını kaydederek şöyle konuştu: “Krizi fırsata çevirme dedikleri olay tam olarak budur. İktidar, oy aldıklarına değil diyet borcu olduklarına kıyaklar yapıyor. Turizm işçileri içerisinde kilit kadrolar dışında kimse kısa çalışma ödeneğinden yararlanamadı. Pandemi sürecinde işçilerin işsizlik sigortası yağmalandı. Patronlar tabi mutlu, şimdi de turizm iş yasası diye bir yasanın çıkarılmasını istiyorlar. Çıkarmak istedikleri bu yasayla işçilerin 100 yıllık haklarını ellerinden almak istiyorlar. Mesai sayılan saatleri yok saymak işçiyi gün boyu esir alıp 8 saat ücreti vermek istiyorlar. Vergi afları yaşananların bir kısmı sadece vergi affıyla kalmayacaklar. Patronlar da zarara uğradı kılıfı altında işçilerin haklarına el uzatacaklar.” (İstanbul/EVRENSEL)K : https://www.evrensel.net/haber/416103/asgari-ucretlinin-vergisi-artarken-patronlara-milyonlarca-lira-vergi-indirimi","Zenginlerin devleti. Ödemeyin vergi, silemezler zenginlerinkini."
"Merhabalar,Yeni bir storytelling videosu ile daha karşınızdayım. Bu videoda kardeş ülke Azerbaycan'ı anlattım. Videoda Azerbaycan'ın Kuruluşu, zenginliği, yaşamı ve şuan herkesin konuştuğu Karabağ'ı anlattım. Video'yu izledikten sonra video altına bir yorum bırakarak ve kanalıma abone olarak bana desteklerinizi sunabilirsiniz.",kanalın hayırlı olsun hocam
"Sağlık Bakanlığı'nın internet sitesinde yayınlanan haftalık Covid-19 durum raporlarına göre, son 1 ayda İstanbul'da koronavirüs kaynaklı ölüm sayısı yalnızca bir.Gerçek Gündem'den Elif Ünsal'ın haberine göre; 13 Eylül 2020 tarihli raporda İstanbul'da koronavirüsten ölen sayısı 2873, 4 Ekim 2020 tarihli raporda ise ölen sayısı 2874 kişi olarak açıklandı. Sağlık Bakanlığı'nın verilerine göre son 1 ayda İstanbul'da koronavirüsten 1 kişinin öldüğü raporlara girmiş oldu.13.09.2020 tarihli raporda ölüm sayısı 2873 olarak görünüyor.20.09.2020 tarihli raporda ise ölüm sayısında 1 artış var ve İstanbul'da ölüm sayısı 2874 olarak açıklanmış.27.09.2020 tarihinde ölüm sayısı 2874.Ve en son yayınlanan 04.10.2020 tarihli raporda İstanbul'da ölüm sayısı 2874.BAKANLIĞIN ÇÖZÜMÜ: RAPORLAR KALDIRILDI!Sağlık Bakanlığı verilerinin güvenilirliği tartışılmaya devam ederken ortaya çıkan bu durum karşısında bakanlıktan henüz bir açıklama yapılmadı.Skandal sayıların ortaya çıkması ardından ise Bakanlık, son 1 aya ait 4 adet haftalık Covid-19 raporunu sistemden kaldır. Raporlara erişim sağlanamıyor.kaynak: https://www.birgun.net/haber/bakanliga-gore-son-1-ayda-istanbul-da-sadece-1-kisi-koronavirusten-olmus-skandal-ortaya-cikti-raporlar-kaldirildi-318507",edt
Ekrem bey 0-4 yaş aralığında çocuk sahibi olan annelere ulaşımı ücretsiz yapmış5 yaşında çocuğu olan anne napacak böyle bir şey olabilir mi ?,Güzel icraatleri var tamam güzel ama bu uygulamayı ben mantıklı bulmuyorum. Zaten yeterince yoğunluk varken ücretsiz kartlar mümkün olduğu kadar azaltılmalı. İhtiyacı olmayanlar otobüse metroya binmesin ki aşırı yoğunluk en azından bir nebze azalsın.
Sessiz sedasız Yavuz'da limana çekildi. Dış politikada destan yazıyoruz.https://tr.euronews.com/2020/10/05/k-br-s-ac-klar-nda-dogal-gaz-arayan-yavuz-sondaj-gemisi-bolgeden-ayr-ldhttps://www.marinetraffic.com/en/ais/home/shipid:371636,"bakım yapılıyor gardajım, ondan yani. Farklı şeyler düşünmeyin"
"Merhaba ,Çok tartışılan bir konu hakkında farklı bir pencere açmak istiyorumÜlkemizde 2020 yılı itibariyle 356 adet hapishane bulunmaktadır. 90 milyon nüfusa yaklaştığımız bu yılda (gayri resmi göçler ile gelenler hariç) 356 adet hapishane sayısının nüfusa oranla ne kadar az olduğu gözler önündedir.Türkiye'de en çok hüküm giyen suç alanı ""Hırsızlıktır"" Türkiye'de 2019 yılında yaklaşık 300 bin kişi hüküm giydi. Hüküm giyenler içerisinde en çok işlenen suçlar ise %17 ile hırsızlık, %12,4 ile yaralama %6,7 ile de uyuşturucu veya uyarıcı madde imali ve ticareti suçları oldu.Suç alanına baktığımızda güncel olarak bunlar içerisinde yer alan Terör ile bağlantılı yapılanmalardan hüküm giyenler hariç tutulmuştur , son yıllarda FETO ile yürütülen soruşturmalarda hüküm giyen kişi sayısı belirsiz olup ( bazıları gizli yürütülen soruşturmalar) ortalama 2019 yılı için 100 bin kişi olarak tahmin ediyorum.Bunları sadece temel bir bilgi olarak verdim.Bunlara dayanarak söylemek istediklerim sosyal medya/basın ve medya organlarıyla takip edildiği üzere çoğu suç işleyen/teşkil eden kişilerin serbest kaldığı toplum tarafından tepki görsede adaletin işlevselliği sogulanmaktadır. 356 adet hapishane ve 300 bin hüküm giymiş suçlu kapasiteli bir ülkenin 90 milyon nüfusa sahip ( gayri resmi hariç) olup yıllık işlenen suç oranlarına bakıldığında haliyle tüm cezaevlerinin doluluk oranlarını tartışmaya almak isterim. Tüm bu istatistikler ortada iken yargının karar mercileri "" bir insanın cezaevine girmesi için işleyeceği suç oran eşiğini arttırmak"" zorunda kalmaktadır.Son söz olarak cezaevlerimizin doluluk oranı %98 lere dayanmış , şu anda yargının tüm mercileri kanunun gerektiği gibi çalışsa bile hüküm giydirilen insanları alıkoyacak bir alan bulunmamaktadır.Bu yüzden hüküm giyme eşiği arttığından dolayı ( cezaevi doluluk oranından dolayı) işlenen suçlara indirim uygulanarak mümkün mertebe denetimli serbestlik gibi basit cezalar yolu tercih edilmektedir.Saygı çerçevesinde tüm yorumlar dikkatle okunacaktır.",ben şahsen; adalet sistemiymiş yargı hukuk falan bu konularda yorum yapmayı tercih etmiyorum. ne olur ne olmaz
"Barajlar giderek boşalıyor ama kimsenin umurunda değil gibi. Yeni dünyada çok büyük sorunlara neden olacak konunun başındayız sonbahar yağışları beklendiğinin farkındayım bu sene sonbaharla atlattık diyelim seneye ? Neden eğitimler verilmiyor neden bu bilinç değiştirilmek için bir çaba yok ? 25 Litre belgeseli bir kez zorunlu olarak yayınlansa güzel olmaz mı ? Bu forumda olan arkadaşların belki  çoğu farkında ama daha çok bilinmesi gereken bir konu olduğunu düşünüyorum.  https://www.ntv.com.tr/galeri/turkiye/istanbul-icin-kuraklik-uyarisi-70-80-gunluk-su-kaldi,wSxTp0aBaUa0zkTVNWCC3Ahttps://www.ahaber.com.tr/gundem/2020/10/07/cevre-ve-sehircilik-bakan-yardimcisindan-istanbul-icin-su-uyarisiZAMANIM YOK DİYENLERE","al sana örnek haber 2007 yılından  https://www.memurlar.net/haber/88256/istanbul-un-72-gunluk-suyu-var.htmlbenzer haberler yıllardır varben çocukken bile hatırlıyorum hep televizyonda görüyordum. yok istanbulun 100 günlük suyu kaldı ,1 50 bilmem neyağışlar başlayınca fazlasıyla doluyor oralar."
"Evet arkadaşlar görüyorsunuz Türkiyemiz de 1 asgari ücretle 23 adet telefon alabilmekteyiz, dile kolay 23 adet Almanya da ise çin malı bir telefondan sadece ve sadece 10 adet alabiliyoruz. 23 vs 10yirmi üç versus onTürkiyemiz Almanyayı asgari ücrette alım konusunda da tokat manyağı yapmıştır.Türkiyenin süper güç olma yolunda emin adımlarla ilerlediğinin adeta bir kanıtıdır arkadaşlar buartık Almanya Alamanya olmuştur yakında hanslar ailelerini bırakıp Türkiye ya çalışmaya gelecektir diye düşünüyorum.",
"Merkez Bankası, TL faizini yüzde 10,25'ten yüzde 11,75'e çekti.Cem Tözge, AA muhabirine konuya ilişkin yaptığı değerlendirmede, atılan bu adımın önümüzdeki dönemde ağırlıklı ortalama fonlama maliyetinin (AOFM) daha yukarı çekileceğinin sinyali olabileceğini söyledi.Faizdeki artışın, Merkez Bankası ile Türk bankalarının taraf olduğu swap işlemlerle TL'ye verilen faizin yükseltilmesi anlamına geldiğini belirten Tözge, ""Merkez Bankası giderek piyasa faizini yüzde 11,75 ve üzerine çekmeye çalışıyor. Bu adımın ardından önümüzdeki hafta TCMB'den bankalararası işlemelerde işlem limiti kısıtlama ve gecelik fonlama tutarında miktar azaltımı adımlarını görebiliriz."" diye konuştu.",bu merkez bi harika dostum..
"İmamoğlu, “Ben takım oyuncusuyum. Takım oyuncusu arkadaşını kıskanmaz, tam aksine ona gollük paslar atar. Benim için Mansur Bey’in pozisyonu budur. Ben O’nun başarılarıyla gurur duyuyorum, her gol attığında da seviniyorum. Sanırım o da benim gollerime seviniyordur” dedi.https://www.sozcu.com.tr/2020/gundem/imamoglu-mansur-beyin-basarilariyla-gurur-duyuyorum-6068519/",abazan muharrem fanboyları birazdan kankaları (akpliler) ile imamoğluna dil uzatıp abazan ince ve mansur yavaşı övecek....
"HAVELSAN, sahip olduğu simülasyon yazılımı teknolojisiyle Milli Muharip Uçak Projesi'nden sonra yerli uçak motoru geliştirilmesine de destek verecek.HAVELSAN’ın sahip olduğu simülasyon yazılımı teknolojisi, Milli Muharip Uçak Projesi'nden sonra uçak için yürütülen motor projesinde de kullanılacak.Alınan bilgiye göre, Türk savunma sanayisinde yazılım tabanlı çözümlere imza atan HAVELSAN ile Milli Muharip Uçak için özgün bir turbofan jet savaş uçağı motoru geliştirmekle görevlendirilen TR Motor arasında Stratejik İş Birliği Anlaşması imzalandı.Anlaşma kapsamında HAVELSAN, simülasyon ve modelleme teknolojilerinde elde ettiği birikimle TR Motor’un yerli uçak motoru geliştirme sürecine katkı sağlayacak.HAVELSAN’ın daha önce yaptığı projelerden sahip olduğu motor ve platformların plant modelleriyle birlikte motor aviyonikleri konusundaki teknolojik birikimi yerli uçak motoru geliştirme süreçlerinde kullanılacak. Bu kapsamda HAVELSAN, TR Motor personeline eğitim de verecek.Şirket, plant ve kontrol modellerinin tasarım ve test doğrulama altyapılarının kurulmasını ve bilgisayar tabanlı tasarım araçlarının geliştirilerek TR Motor’un ihtiyaçlarının karşılanmasını sağlayacak. TR Motor’un tümleşik sayısal ikiz tabanlı tasarım ve geliştirme sürecine de HAVELSAN destek verecek.HAVELSAN, kendi geliştirdiği bir uçuş kontrol sistemi yazılımının, simülatörün mevcut plant ve motor modeliyle beraber çalıştırılması ve analiz edilmesi süreçlerinde de TR Motor ile birlikte çalışacak.Motor aviyonik kontrol ünitelerinin geliştirilmesi ve sertifikasyonu süreçlerinde de HAVELSAN destek sağlayacak. Bu sistemlerde TÜBİTAK BİLGEM’in geliştirdiği yerli ve milli Gerçek Zamanlı İşletim Sistemi (GİS) kullanılacak. Ağustos ayında TÜBİTAK ile HAVELSAN arasında imzalanan sözleşme ile GİS’in yurt içi ve dışındaki tanıtımı, yaygınlaştırılması, pazarlanması, satışı, eğitimleri, kart destek paketlerinin geliştirilmesi, saha desteği, bakım ve idame faaliyetleri ile ilgili hakları HAVELSAN’a lisanslanmıştı.HAVELSAN Genel Müdürü Mehmet Akif Nacar, konuya ilişkin, ""Bu yazılım teknolojisini, simülatör teknolojisini motor tasarımıyla bir araya getirip daha ileriye dönük yeni alanlara açılmaya çalışıyoruz."" değerlendirmesinde bulundu.TR Motor Genel Müdür Osman Dur da savunma sanayisinde HAVELSAN’ın yazılımla ilgili ciddi bir altyapısı bulunduğunu, TR Motor’un elinde ise Türkiye'nin en stratejik projelerinden biri olduğunu dile getirdi. Dur, bu iş birliğinden güzel sonuçlar elde edileceğine inandığını kaydetti.https://www.aa.com.tr/tr/bilim-teknoloji/milli-savas-ucaginin-motoru-icin-is-birligi-anlasmasi/1999757","Dizel motor ve MTU güme giderken, jet motor çok zor."
"Türkiye'nin kamu kaynaklarının önümüzdeki 3 yıllık dönemde kullanılacağı öncelikli sektör ve projeler belli oldu.AA muhabirinin 2021-2023 Dönemi Yatırım Programı Hazırlıkları ile İlgili 2020/12 Sayılı Cumhurbaşkanlığı Genelgesi'nden yaptığı derlemeye göre, 2021-2023 yıllarında kamu yatırımlarında, büyümeye, özel kesim yatırımlarını desteklemeye, bölgelerin gelişme potansiyelini harekete geçirmeye, üretim, istihdam ve ülke refahını artırmaya azami katkı sağlayacak projelere, özel sektör tarafından gerçekleştirilemeyecek ekonomik ve sosyal altyapı projelerine öncelik verilecek. Ayrıca kamu yatırımlarında, altyapı konusunda, özel kesimde üretim maliyetlerinin azaltılmasını, yeni üretim kapasitelerinin oluşturulmasını, böylece üretimin yenilikçi ve rekabetçi gelişmesini destekleyecek projeler ön planda olacak. Makroekonomik hedefleri destekleyecek ve büyümeyi sürdürülebilir kılacak nitelikli insan gücü ve güçlü toplum hedefiyle ilgili projeler de öncelikli olarak yatırım programına alınacak.Kamu yatırımları, bölgeler arası gelişmişlik farklarının azaltılmasına katkı sağlayacak projelere ayrılacak. GAP, DAP, DOKAP ve KOP Bölge Kalkınma İdarelerinin sorumluluk alanlarındaki iller için hazırlanan eylem planları kapsamındaki yatırımlara öncelik sağlanacak.Kırsal kesimde kalkınmanın hızlandırılması amacıyla, kamu yatırımları ve hizmetleri, köyler, ilçe merkezleri ve belde belediyeleri ile çevresine hizmet sunma kapasitesi bulunan merkezi yerleşim birimlerine öncelikli olarak ayrılacak, bu yerleşimlerin altyapıları iyileştirilecek.Proje bazında da 11. Kalkınma Planı'nda yer alan sektör ve alanlara, 2021 yılı içinde tamamlanarak hizmete girebilecek projelere, idame-yenileme, bakım-onarım, rehabilitasyon ve modernizasyon türü yatırım projelerine, afet risklerinin azaltılması, afetlere hazırlık ve afet hasarlarının telafisine yönelik projelere ağırlık verilecek.İmalat sektöründe sanayi altyapısı güçlenecekKamu kuruluşları yatırım programı hazırlıklarında ve proje stokunun önceliklendirilmesinde, genel, sektörel, bölgesel ve proje bazında önceliklerin yanı sıra alt sektör bazındaki kriter ve öncelikleri de dikkate alacak.İmalat sektörlerinde, üretimin idamesine yönelik projelere, halk ve çevre sağlığı, AB'ye uyum ve uluslararası yükümlülükler açısından gerçekleştirilmesi gerekli çalışmalara, yerli ham maddenin değerlendirilmesine yönelik projelere, savunma sanayii projelerine, yerli ve özgün raylı sistem araçları ve hava araçlarının geliştirilmesine öncelik verilecek.Sanayi altyapısına yönelik OSB, KSS ve TGB projelerinde sektörel ve tematik projeler öncelikli olarak yatırım programına alınacak. Projelerin seçiminde sanayi ve teknoloji bölgelerinin dönüşümüne katkı verecek, girişimcilere sağlanacak hizmet kalitesinin artıracak, ihtiyaç ve etki analizlerinin yapıldığı ve kümelenme desteklerini içeren projeler ön planda olacak.İstihdam ve çalışma hayatı alanında, işletmelerde sürdürülebilir bir iş sağlığı ve güvenliği yönetim modeli anlayışının hakim kılınmasıyla iş kazaları ve meslek hastalıklarının sağlıklı ve güvenilir bir şekilde izlenebilmesini sağlayan bir sistemin oluşturulmasına kaynak ayrılacak. Özellikle iş ve meslek danışmanlığı hizmetleri olmak üzere aktif iş gücü programlarının daha etkin kullanımının sağlanmasına, iş gücü piyasasında dezavantajlı olan kadın, genç ve göçle Türkiye'ye gelen kesimlerin iş gücü piyasasına katılımının ve entegrasyonunun sağlanmasına yönelik yatırım projelerine öncelik verilecek.Madencilik ve enerjiMadencilikte, enerji sektörü ve imalat sanayisine girdi temin eden üretime yönelik, kömür, petrol, doğal gaz ve jeotermal kaynaklar ve rezervi tükenmekte olan, arz güvenliğinin sağlanması açısından önem arz eden madenlerin aranmasına yönelik projeler öncelikli olarak değerlendirilecek.Enerji sektöründe, arz-talep analizlerine dayanan, başta nükleer ve yenilenebilir enerji olmak üzere yerli ve özgün enerji teknolojileri geliştirme amaçlı yatırımlara öncelik sağlanacak. Doğal gaz iletim ve dağıtım ağını ülke sathında genişletecek yatırımlara devam edilecek. Bu yatırımların şehir içi doğal gaz dağıtım yatırımlarıyla eş zamanlı olarak yürütülmesine önem verilecek.Demir yolu ve limanlar tamamlanacakKamu yatırımlarının ulaştırma sektöründe kullanımında, Konya-Karaman-Niğde-Mersin-Adana-Osmaniye-Gaziantep, Ankara-Sivas, Ankara-Afyonkarahisar-İzmir, Bandırma-Bursa-Yenişehir-Osmaneli, Halkalı-Kapıkule projeleriyle ikinci hat yapımları, sinyalizasyon ve elektrifikasyon çalışmaları ve önemli yük merkezlerine iltisak hattı yapımıyla raylı sistem araçlarının yerli üretimi öncelikli olacak.Deniz yolu yatırımlarında, Filyos Limanı, Mersin Ana Konteyner Limanı ve Çandarlı Limanı'nın tamamlanmasına birinci derecede öncelik verilecek. Hava yolu sektöründe hava yolu ulaşımına erişimi ve hava trafiği emniyetini artırıcı projeler, kara yolu yatırımlarında da trafik akış darboğazlarının giderilmesi ön plana alınacak.Lojistik yatırımlarında, Çukurova, Batı Karadeniz ve Marmara bölgeleri başta olmak üzere mevcut ve yapımı devam eden lojistik merkezlerin standartları yükseltilecek, yeni yapılacak yük ve lojistik merkezleri yük talebinin yüksek olduğu demir yolu koridorlarında planlanacak.Haberleşme sektöründe TRT'nin teknolojik altyapısının yenilenmesine yönelik projelere öncelik verilecek.Tarımda sulama ve balıkçılık ön planda tutulacakTarım sektöründe, DSİ Genel Müdürlüğünün büyük su işi projelerinden depolaması tamamlanmış veya depolamasız, su iletim tesisleri inşaatı bitmiş veya devam eden sulama yapılacak projelere öncelik verilecek. Ayrıca, balıkçı barınakları projelerinde Balıkçılık Kıyı Yapıları Durum ve İhtiyaç Analizi çalışmasında ortaya konulan ihtiyaç tespitleri ve takvimlendirme dikkate alınarak projeler önceliklendirilecek.Konut sektöründe, yeni lojman yapımı tekliflerinde güvenlik kuruluşlarının Doğu ve Güneydoğu Anadolu bölgelerindeki projeleri öncelikli olacak.İlk ve genel ortaöğretim ile mesleki ve teknik eğitimde fiziki gerçekleşmesi yüzde 75 ve daha üzerinde olan projelere öncelik verilecek, okulların depreme karşı güçlendirilmesine devam edilecek.Kültür ve Turizm Bakanlığı yatırım programında yer alan kültür merkezi projelerinden fiziki gerçekleşmesi yüzde 50'nin üzerinde olanlara, kent merkezinde bulunma ve fazla nüfusa sahip olma gibi kıstaslara göre ödenek tahsisinde öncelik sağlanacak.Sağlıkta koruyucu hizmetler ilk sırada değerlendirilecekSağlık sektöründe, koruyucu ve birinci basamak sağlık hizmetlerine yönelik projeler, fiziki gerçekleşmesi yüzde 75’in üzerinde olan merkezler, inşaatı tamamlanan birimlerin donanım ihtiyaçları, depreme karşı güçlendirme projeleri ve bölgesel farkları azaltıcı mahiyetteki projeler ilk aşamada kamu yatırımı alacak.Güvenlik hizmetlerinin sunumunda koordinasyonu ve emniyet birimlerinin teknolojik donanımını güçlendirecek projelere, önleyici/koruyucu güvenlik hizmetleri niteliğindeki projeler ve siber suçlarla mücadeleye katkı sağlayacak projelere ve terörle etkin mücadeleyi güçlendirecek yatırımlara öncelik verilecek.https://www.aa.com.tr/tr/ekonomi/turkiye-yatirim-onceliklerini-belirledi/2000870",Camii ve kuran kursları zannettim.
